============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(1 MeV) ==> SiO2 - quartz (ICRU-245)(  2 um) ============
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 3162  1 .9122167E+06   2000081E-02 -.8700E+02  .4156E+02   .9998563 -.0169013  .0013113
T 3163  1 .9049631E+06   2000185E-02  .1189E+03  .8476E+02   .9997717  .0208145  .0048221
T 3164  1 .9130692E+06   2000208E-02 -.3340E+02 -.1401E+03   .9998957 -.0049980 -.0135538
T 3165  1 .9140236E+06   2000165E-02  .8941E+02 -.2577E+01   .9999898  .0042538 -.0014973
T 3166  1 .9073410E+06   2000006E-02 -.5269E+02  .6283E+02   .9999572  .0031159  .0087099
T 3167  1 .9116187E+06   2000132E-02 -.6417E+02 -.1487E+02   .9999783 -.0060886  .0025081
T 3168  1 .9158973E+06   2000179E-02  .8608E+01  .2546E+03   .9998761 -.0058171  .0146291
T 3169  1 .9072622E+06   2000231E-02  .5098E+02 -.2690E+03   .9999051 -.0001817 -.0137734
T 3170  1 .9067378E+06   2000067E-02 -.5652E+02  .4177E+02   .9999814 -.0057655 -.0019681
T 3171  1 .9116831E+06   2000052E-02 -.8298E+02 -.3518E+02   .9998866 -.0058326 -.0138825
T 3172  1 .9069043E+06   2000012E-02  .1133E+03  .1072E+03   .9996788  .0199581  .0156219
T 3173  1 .9136084E+06   2000008E-02  .4548E+03 -.6883E+03   .9986589  .0295667 -.0425004
T 3174  1 .8986396E+06   2000200E-02 -.5420E+02  .7021E+02   .9999728  .0026787  .0068710
T 3175  1 .9002323E+06   2000169E-02  .1313E+03 -.1050E+03   .9999331  .0084404 -.0079118
T 3176  1 .9161290E+06   2000168E-02  .5225E+02  .8962E+02   .9999253  .0109237  .0054886
T 3177  1 .9148049E+06   2000183E-02  .6401E+02  .1460E+02   .9999668  .0009169 -.0081002
T 3178  1 .9055265E+06   2000056E-02 -.1070E+03  .8910E+02   .9994369 -.0325079  .0083118
T 3179  1 .9146839E+06   2000174E-02 -.3058E+02 -.2229E+02   .9999222 -.0027444  .0121678
T 3180  1 .9154777E+06   2000231E-02  .7123E+02 -.2559E+02   .9999759  .0036376 -.0059187
T 3181  1 .9011360E+06   2000211E-02 -.1628E+03 -.3897E+02   .9998123 -.0191815 -.0027377
T 3182  1 .9109627E+06   2000233E-02 -.1748E+03  .3300E+02   .9996737 -.0234411 -.0101530
T 3183  1 .9032267E+06   2000171E-02  .6814E+02 -.3170E+03   .9993873  .0078386 -.0341124
T 3184  1 .9124190E+06   2000241E-02  .2281E+03 -.1566E+02   .9999618  .0087093  .0007013
T 3185  1 .9033925E+06   2000018E-02 -.2919E+02  .6786E+02   .9999191 -.0118189  .0047014
T 3186  1 .9007640E+06   2000174E-02  .8178E+02  .1022E+03   .9997132  .0085497  .0223688
T 3187  1 .8997929E+06   2000178E-02  .8691E+02  .1784E+03   .9998375  .0095051  .0153167
T 3188  1 .9140809E+06   2000069E-02 -.2549E+02  .1045E+03   .9997885 -.0096449  .0181652
T 3189  1 .9085227E+06   2000142E-02 -.5545E+02 -.1094E+03   .9999491  .0054875  .0084687
T 3190  1 .9117695E+06   2000087E-02 -.1885E+03  .7175E+02   .9998354 -.0181417  .0000742
T 3191  1 .9056054E+06   2000178E-02  .1020E+03 -.7368E+02   .9999577  .0085639  .0033469
T 3192  1 .9087057E+06   2000132E-02  .5403E+02  .2466E+02   .9995252  .0290450  .0102886
T 3193  1 .9096031E+06   2000093E-02 -.5036E+02 -.5764E+02   .9998166 -.0186936 -.0041611
T 3194  1 .9236955E+06   2000170E-02  .1299E+03  .2174E+02   .9999090  .0133005 -.0022672
T 3195  1 .9157871E+06   2000012E-02 -.1475E+03 -.9479E+02   .9996803 -.0249973  .0037901
T 3196  1 .9024155E+06   2000215E-02 -.7250E+02 -.5659E+02   .9999010 -.0075813 -.0118521
T 3197  1 .9137231E+06   2000231E-02  .1113E+02 -.1213E+03   .9998346 -.0113629 -.0142040
T 3198  1 .9003101E+06   2000200E-02 -.1225E+03 -.6454E+02   .9999126 -.0066687 -.0114141
T 3199  1 .8969635E+06   2000152E-02  .1490E+03  .1295E+02   .9996588  .0260329  .0021583
T 3200  1 .9194196E+06   2000093E-02 -.1381E+03 -.1093E+03   .9998216 -.0117443 -.0147938
T 3201  1 .8974606E+06   2000086E-02  .1428E+03 -.2212E+03   .9997644  .0123645 -.0178399
T 3202  1 .9103139E+06   2000099E-02 -.3877E+02  .4125E+01   .9999401 -.0103638 -.0035337
T 3203  1 .9227675E+06   2000192E-02  .1731E+03 -.1229E+03   .9999270  .0119140 -.0020312
T 3204  1 .9056627E+06   2000208E-02  .1282E+03  .2480E+02   .9995363  .0302593 -.0034138
T 3205  1 .9095066E+06   2000152E-02  .1361E+02 -.9011E+01   .9999386  .0109887  .0014451
T 3206  1 .9067966E+06   2000057E-02  .3254E+03 -.5071E+03   .9983598  .0331857 -.0466529
T 3207  1 .9051699E+06   2000064E-02  .3803E+01  .8103E+02   .9998839 -.0151884  .0012506
T 3208  1 .9139141E+06   2000017E-02 -.3266E+02 -.7117E+02   .9999192  .0076552 -.0101437
T 3209  1 .9060421E+06   2000123E-02 -.9093E+01  .1104E+02   .9997892  .0033495  .0202552
T 3210  1 .9119464E+06   2000091E-02  .8440E+02 -.1382E+03   .9999189  .0106404 -.0069926
T 3211  1 .9110644E+06   2000242E-02  .6313E+03 -.2615E+03   .9983968  .0411825 -.0388309
T 3212  1 .9017607E+06   2000069E-02 -.2273E+03 -.1883E+03   .9997458 -.0147934 -.0170144
T 3213  1 .9146836E+06   2000156E-02  .2035E+02  .2887E+02   .9999916 -.0022603  .0034321
T 3214  1 .9076082E+06   2000132E-02 -.1354E+03 -.3156E+02   .9998060 -.0194676 -.0030120
T 3215  1 .9156923E+06   2000054E-02  .8443E+02  .2141E+02   .9999838 -.0052845  .0021037
T 3216  1 .9109973E+06   2000189E-02 -.1825E+02 -.5220E+02   .9999428 -.0106561 -.0009376
T 3217  1 .9121131E+06   2000204E-02 -.1014E+03  .2749E+02   .9997313 -.0203136 -.0111660
T 3218  1 .9124946E+06   2000226E-02  .5861E+02  .3039E+02   .9998013  .0163131 -.0114601
T 3219  1 .9068132E+06   2000219E-02  .7313E+02  .3490E+02   .9999720 -.0067246 -.0032824
T 3220  1 .9118822E+06   2000228E-02  .5221E+02  .9853E+02   .9999642 -.0006397  .0084338
T 3221  1 .9057121E+06   2000049E-02  .1186E+03 -.8243E+02   .9997444  .0218101 -.0059553
T 3222  1 .9145547E+06   2000053E-02  .1810E+02 -.5748E+02   .9998564  .0105443 -.0132652
T 3223  1 .9160405E+06   2000199E-02  .1382E+03  .4278E+03   .9953512  .0512794  .0815257
T 3224  1 .9201804E+06   2000236E-02 -.1055E+03 -.4231E+02   .9998801 -.0153935 -.0016686
T 3225  1 .9111338E+06   2000227E-02  .1248E+02  .9769E+02   .9999063  .0119449  .0066920
T 3226  1 .9207352E+06   2000179E-02 -.1519E+03 -.7754E+02   .9998109 -.0172434  .0089872
T 3227  1 .9042287E+06   2000030E-02 -.1731E+03  .1640E+03   .9966746 -.0445414  .0682333
T 3228  1 .9060286E+06   2000136E-02 -.1629E+03  .1016E+03   .9998015 -.0191063  .0056552
T 3229  1 .9022718E+06   2000204E-02 -.3692E+02 -.6144E+02   .9997750 -.0051545 -.0205771
T 3230  1 .9021401E+06   2000218E-02 -.8422E+02  .1987E+02   .9998669 -.0151940  .0059427
T 3231  1 .9175837E+06   2000072E-02  .5912E+02 -.4896E+02   .9997015  .0232166 -.0076155
T 3232  1 .9152758E+06   2000001E-02  .5361E+02 -.1141E+03   .9998713  .0137705 -.0082315
T 3233  1 .9129446E+06   2000192E-02  .6547E+02  .1202E+03   .9999205  .0126091  .0002044
T 3234  1 .9079374E+06   2000204E-02  .2862E+02 -.4207E+02   .9998914 -.0130379 -.0068710
T 3235  1 .9085579E+06   2000236E-02  .8503E+02 -.1564E+03   .9998124  .0053298 -.0186237
T 3236  1 .9066236E+06   2000236E-02 -.7976E+02  .2801E+03   .9995949 -.0144305  .0245298
T 3237  1 .9118813E+06   2000144E-02  .3817E+02  .1497E+02   .9999349  .0112778 -.0017408
T 3238  1 .9003369E+06   2000044E-02 -.2858E+02  .8759E+02   .9999841  .0029980  .0047679
T 3239  1 .8975832E+06   2000088E-02  .6365E+02 -.2905E+00   .9999472  .0093955 -.0041663
T 3240  1 .8953337E+06   2000026E-02  .2882E+02 -.6408E+02   .9998196 -.0098609 -.0162329
T 3241  1 .9102125E+06   2000238E-02 -.1003E+03 -.5363E+02   .9999409 -.0075460 -.0078311
T 3242  1 .9151829E+06   2000022E-02 -.7395E+02 -.1203E+01   .9994212 -.0338795  .0030577
T 3243  1 .9127721E+06   2000148E-02 -.3648E+02  .3718E+03   .9962591 -.0046303  .0862922
T 3244  1 .9040874E+06   2000011E-02  .6027E+02  .1337E+03   .9996842 -.0082560  .0237355
T 3245  1 .9106190E+06   2000039E-02 -.5529E+01  .3208E+02   .9998779  .0154324 -.0024417
T 3246  1 .9104555E+06   2000186E-02  .7050E+03  .5094E+03   .9970640  .0586610  .0492172
T 3247  1 .9112978E+06   2000124E-02  .3407E+03  .4660E+03   .9988436  .0243748  .0414418
T 3248  1 .9063857E+06   2000211E-02 -.7907E+02 -.8102E+01   .9998936 -.0120975 -.0081528
T 3249  1 .9047577E+06   2000136E-02  .7713E+02  .2881E+02   .9999475  .0072725  .0072208
T 3250  1 .9117808E+06   2000051E-02 -.4471E+01 -.7798E+02   .9999744 -.0011759 -.0070632
T 3251  1 .9041857E+06   2000140E-02 -.1083E+02  .5839E+02   .9999188 -.0068600  .0107403
T 3252  1 .9068030E+06   2000179E-02  .4453E+02  .6181E+02   .9998931 -.0045097  .0139107
T 3253  1 .9134520E+06   2000062E-02 -.6685E+02 -.3786E+02   .9999932  .0004151 -.0036608
T 3254  1 .9143481E+06   2000225E-02 -.3469E+01  .2169E+02   .9999674  .0075239  .0029244
T 3255  1 .9127228E+06   2000114E-02 -.5308E+02 -.7194E+02   .9999260 -.0107768  .0056503
T 3256  1 .9132312E+06   2000242E-02 -.6223E+02  .6689E+02   .9999834 -.0041142  .0040451
T 3257  1 .9158919E+06   2000143E-02 -.1660E+03  .1214E+02   .9999330 -.0024835  .0113040
T 3258  1 .9073969E+06   2000235E-02 -.3933E+02 -.1415E+03   .9997892 -.0137373 -.0152613
T 3259  1 .9144290E+06   2000135E-02 -.3536E+02  .6516E+02   .9999619  .0086917  .0008025
T 3260  1 .9158191E+06   2000004E-02  .1376E+03 -.1458E+01   .9999141  .0121843 -.0048279
T 3261  1 .9122406E+06   2000058E-02  .2709E+02  .3960E+02   .9999329  .0107431 -.0043407
T 3262  1 .9269049E+06   2000051E-02 -.1153E+03 -.3916E+02   .9998579 -.0121859 -.0116507
T 3263  1 .9196369E+06   2000222E-02 -.1421E+03  .4468E+03   .9984895 -.0129066  .0534058
T 3264  1 .9001152E+06   2000183E-02 -.1398E+01  .8292E+02   .9997386  .0132194  .0186526
T 3265  1 .9142640E+06   2000212E-02 -.4489E+02  .2893E+02   .9999118 -.0078011  .0107462
T 3266  1 .9179942E+06   2000121E-02  .9255E+02 -.3527E+02   .9999231  .0111534 -.0054222
T 3267  1 .9059331E+06   2000057E-02 -.2566E+03 -.2746E+03   .9993994 -.0215175 -.0271620
T 3268  1 .9149413E+06   2000046E-02  .4702E+02  .1041E+02   .9999100 -.0084946 -.0103813
T 3269  1 .9069901E+06   2000174E-02 -.7039E+02 -.8850E+02   .9999881  .0030611  .0038045
T 3270  1 .9160032E+06   2000161E-02  .1536E+03  .9841E+02   .9998383  .0169466  .0060175
T 3271  1 .9066174E+06   2000124E-02  .3092E+02  .2027E+02   .9999323  .0101698 -.0056562
T 3272  1 .9084731E+06   2000135E-02  .5258E+02 -.6694E+02   .9999938 -.0032272 -.0014019
T 3273  1 .9073744E+06   2000142E-02  .1328E+03  .8783E+01   .9999181  .0107776  .0068980
T 3274  1 .8981960E+06   2000127E-02 -.5594E+02  .6377E+02   .9998866 -.0119163  .0092124
T 3275  1 .9161571E+06   2000240E-02 -.1185E+03  .2026E+03   .9998944 -.0054741  .0134644
T 3276  1 .9076706E+06   2000205E-02  .1617E+02 -.1005E+03   .9999642  .0019082 -.0082494
T 3277  1 .9117962E+06   2000135E-02  .1758E+03  .2453E+02   .9997832  .0201256  .0053445
T 3278  1 .9123488E+06   2000062E-02  .9835E+02  .9382E+01   .9999480  .0101935  .0000150
T 3279  1 .9102921E+06   2000005E-02 -.1137E+03 -.2095E+02   .9998972 -.0143155 -.0007732
T 3280  1 .9117487E+06   2000191E-02 -.4466E+02  .4511E+02   .9998905  .0025878  .0145718
T 3281  1 .9156685E+06   2000109E-02  .3729E+02 -.1403E+03   .9997864  .0133761 -.0157580
T 3282  1 .9017260E+06   2000197E-02 -.6680E+02 -.1459E+03   .9999465  .0100661 -.0023740
T 3283  1 .9206802E+06   2000117E-02 -.3719E+02 -.8410E+02   .9999411 -.0107446  .0015142
T 3284  1 .9125107E+06   2000086E-02  .8556E+02  .1067E+02   .9999896  .0021192  .0040366
T 3285  1 .9078632E+06   2000072E-02  .4449E+02 -.1685E+03   .9997511  .0065861 -.0213155
T 3286  1 .9082306E+06   2000056E-02  .4430E+02 -.1979E+03   .9998407  .0091148 -.0153479
T 3287  1 .9049476E+06   2000140E-02 -.9262E+02  .1465E+02   .9999495 -.0081682  .0058511
T 3288  1 .8933122E+06   2000231E-02 -.4116E+00  .1406E+03   .9995943 -.0101797  .0266013
T 3289  1 .9092325E+06   2000044E-02 -.1112E+03 -.2213E+03   .9998866 -.0084484 -.0124699
T 3290  1 .9092749E+06   2000212E-02 -.1015E+03  .1134E+03   .9996384 -.0197762  .0182199
T 3291  1 .9050688E+06   2000182E-02 -.9604E+01 -.1633E+03   .9997395  .0001978 -.0228212
T 3292  1 .9017529E+06   2000169E-02 -.8901E+02 -.7502E+02   .9998027 -.0097043 -.0173335
T 3293  1 .9026095E+06   2000123E-02 -.2021E+03 -.1513E+03   .9993346 -.0308537 -.0194520
T 3294  1 .9074725E+06   2000221E-02 -.1818E+03  .2936E+03   .9991876 -.0194196  .0353134
T 3295  1 .9142021E+06   2000092E-02 -.1185E+03  .2080E+04   .9830216 -.0210779  .1822750
T 3296  1 .9117597E+06   2000232E-02 -.5409E+02 -.1223E+03   .9997039 -.0188220 -.0154209
T 3297  1 .9219823E+06   2000178E-02  .7825E+01 -.1191E+03   .9996373  .0106005 -.0247571
T 3298  1 .9078899E+06   2000206E-02  .1952E+03 -.2368E+03   .9989971  .0363474 -.0261476
T 3299  1 .9073444E+06   2000228E-02 -.8368E+02  .9613E+02   .9998072 -.0128846  .0148179
T 3300  1 .9156725E+06   2000104E-02 -.6457E+02 -.1548E+03   .9997347 -.0107421 -.0203752
T 3301  1 .9079882E+06   2000007E-02 -.2340E+03 -.5431E+02   .9993484 -.0350511 -.0086124
T 3302  1 .9076373E+06   2000067E-02  .1392E+03  .1753E+02   .9982248  .0573728  .0159876
T 3303  1 .9095002E+06   2000198E-02  .1056E+03 -.5969E+02   .9999496  .0093695 -.0036096
T 3304  1 .9178491E+06   2000081E-02  .7668E+02 -.4893E+02   .9999823  .0019840  .0056023
T 3305  1 .9009921E+06   2000187E-02 -.1296E+02  .4117E+02   .9999831 -.0033540  .0047508
T 3306  1 .9114797E+06   2000212E-02 -.8189E+02  .1941E+02   .9999058 -.0099340  .0094722
T 3307  1 .9025401E+06   2000133E-02 -.1326E+03  .1573E+02   .9999314 -.0020859 -.0115268
T 3308  1 .9108448E+06   2000090E-02 -.3171E+02  .8251E+02   .9999273 -.0082881  .0087608
T 3309  1 .9107614E+06   2000089E-02  .8679E+02 -.1120E+03   .9999477  .0102271  .0002084
T 3310  1 .9118553E+06   2000096E-02 -.1027E+03 -.6718E+02   .9999085  .0134003  .0018246
T 3311  1 .9110123E+06   2000171E-02  .6867E+02  .8565E+02   .9995765  .0288259  .0039881
T 3312  1 .9089309E+06   2000241E-02  .9551E+02  .1678E+02   .9998044  .0197605 -.0007685
T 3313  1 .9042256E+06   2000211E-02 -.3608E+02  .3083E+02   .9998908  .0002306  .0147751
T 3314  1 .8944737E+06   2000200E-02  .5982E+02  .5809E+02   .9999642  .0033436  .0077688
T 3315  1 .9038005E+06   2000038E-02  .1942E+03  .1035E+03   .9995374  .0297618  .0062685
T 3316  1 .9108535E+06   2000101E-02  .3111E+03 -.1029E+03   .9993205  .0341503 -.0138652
T 3317  1 .9051615E+06   2000172E-02 -.7287E+02  .8400E+02   .9999798 -.0023350  .0059181
T 3318  1 .9096484E+06   2000088E-02 -.8386E+01  .6655E+02   .9999841 -.0002653  .0056285
T 3319  1 .9158675E+06   2000093E-02 -.7166E+02 -.5412E+02   .9998306 -.0085314 -.0163068
T 3320  1 .9161213E+06   2000192E-02  .5964E+02 -.5325E+02   .9999932 -.0022713 -.0028997
T 3321  1 .9152043E+06   2000154E-02 -.5073E+02 -.2129E+03   .9998430 -.0124349 -.0126196
T 3322  1 .9059389E+06   2000183E-02  .1177E+02 -.1910E+02   .9999944 -.0012356 -.0031014
T 3323  1 .9035147E+06   2000058E-02 -.1465E+03 -.3558E+02   .9996180 -.0175567 -.0213456
T 3324  1 .9025562E+06   2000046E-02 -.8374E+02  .6554E+02   .9998434 -.0062187  .0165659
T 3325  1 .9019926E+06   2000033E-02 -.1109E+02 -.5447E+02   .9999981  .0015637 -.0011872
T 3326  1 .9087859E+06   2000054E-02 -.5310E+02  .1711E+02   .9999879 -.0019769 -.0045069
T 3327  1 .9175780E+06   2000224E-02  .9168E+02 -.4551E+02   .9999866  .0047991  .0019520
T 3328  1 .9112089E+06   2000151E-02 -.4652E+02  .1839E+02   .9999236  .0121399  .0023210
T 3329  1 .9072168E+06   2000140E-02 -.5513E+02  .7957E+02   .9999826 -.0054110  .0023354
T 3330  1 .8959990E+06   2000131E-02 -.1234E+03 -.1235E+03   .9997168 -.0086766 -.0221579
T 3331  1 .9099338E+06   2000242E-02  .4495E+02 -.2125E+03   .9997646 -.0045051 -.0212238
T 3332  1 .9121492E+06   2000228E-02 -.4590E+02  .3507E+03   .9995750 -.0086944  .0278266
T 3333  1 .9149153E+06   2000084E-02 -.9550E+02 -.1103E+03   .9971631 -.0462303 -.0594019
T 3334  1 .9122786E+06   2000179E-02 -.8487E+02 -.8239E+02   .9999905  .0015510 -.0040811
T 3335  1 .9085510E+06   2000117E-02  .1346E+03 -.1033E+03   .9999221  .0070306 -.0103135
T 3336  1 .9114278E+06   2000117E-02  .4985E+02  .5578E+02   .9999970  .0023826 -.0005064
T 3337  1 .9203026E+06   2000031E-02  .9854E+02 -.1290E+03   .9999615  .0087317 -.0008445
T 3338  1 .9124669E+06   2000168E-02  .1791E+03  .9379E+02   .9999376  .0052222  .0098765
T 3339  1 .9097375E+06   2000075E-02  .3217E+02 -.9476E+02   .9998337 -.0010458 -.0182054
T 3340  1 .9151586E+06   2000061E-02 -.1227E+03  .8378E+02   .9994183 -.0200860  .0275602
T 3341  1 .9053356E+06   2000200E-02 -.2354E+03 -.5690E+02   .9994221 -.0318838 -.0117839
T 3342  1 .9098032E+06   2000140E-02 -.1046E+03 -.3916E+03   .9962399 -.0315562 -.0806867
T 3343  1 .9139948E+06   2000103E-02  .4155E+01  .3810E+02   .9999639 -.0062989 -.0057005
T 3344  1 .9156892E+06   2000166E-02 -.1357E+03  .4689E+02   .9999625 -.0080014  .0033247
T 3345  1 .9024715E+06   2000129E-02  .7432E+02 -.1098E+03   .9999179  .0057986 -.0114259
T 3346  1 .9116299E+06   2000121E-02  .3343E+02 -.1777E+03   .9998893  .0122121 -.0085010
T 3347  1 .9106552E+06   2000012E-02 -.7315E+02  .5124E+02   .9999553 -.0017967  .0092842
T 3348  1 .9100389E+06   2000199E-02  .1630E+02 -.2285E+01   .9998658 -.0000300 -.0163818
T 3349  1 .9035974E+06   2000075E-02  .4375E+02 -.5489E+02   .9997286 -.0050231 -.0227466
T 3350  1 .9056225E+06   2000097E-02 -.1328E+03  .4914E+02   .9997048 -.0238148  .0048033
T 3351  1 .8974221E+06   2000175E-02 -.4209E+02 -.9377E+02   .9999259  .0070197 -.0099474
T 3352  1 .9139012E+06   2000010E-02  .5334E+02  .3937E+02   .9999897  .0019554  .0040840
T 3353  1 .9038638E+06   2000153E-02  .6689E+02  .2471E+03   .9988237  .0204694  .0439574
T 3354  1 .9145158E+06   2000118E-02  .8799E+01 -.6827E+02   .9974674 -.0644937 -.0299887
T 3355  1 .9141528E+06   2000125E-02  .9190E+01 -.2004E+03   .9995510  .0043641 -.0296425
T 3356  1 .9146287E+06   2000242E-02  .1243E+03 -.2077E+02   .9998809  .0153504 -.0015669
T 3357  1 .9173704E+06   2000227E-02  .5374E+02  .8030E+02   .9999928 -.0037673 -.0003305
T 3358  1 .9045889E+06   2000208E-02 -.2914E+03  .2657E+03   .9985204 -.0448226  .0307883
T 3359  1 .9042995E+06   2000180E-02 -.1670E+03  .1994E+03   .9992901 -.0234045  .0295205
T 3360  1 .9008969E+06   2000185E-02 -.4867E+02 -.1880E+03   .9999588 -.0015152 -.0089518
T 3361  1 .9058332E+06   2000234E-02 -.3713E+02  .5173E+02   .9998963 -.0122456  .0075738
T 3362  1 .9064396E+06   2000130E-02  .3897E+02  .1823E+02   .9999555  .0091210 -.0024059
T 3363  1 .8965337E+06   2000086E-02  .1549E+02  .9236E+02   .9998847  .0141183  .0055961
T 3364  1 .9182609E+06   2000105E-02 -.1219E+02  .2229E+03   .9997390 -.0109267  .0200609
T 3365  1 .9211175E+06   2000126E-02  .1361E+02 -.1082E+03   .9999910 -.0041947  .0005913
T 3366  1 .9071294E+06   2000173E-02 -.2449E+02  .1402E+03   .9999042 -.0134258 -.0033655
T 3367  1 .9142017E+06   2000101E-02 -.7079E+02  .1573E+03   .9996855  .0043406  .0246976
T 3368  1 .9030730E+06   2000005E-02  .1628E+02  .6517E+02   .9999174 -.0025228  .0126035
T 3369  1 .9126852E+06   2000125E-02  .1179E+03  .1508E+03   .9997087  .0083044  .0226629
T 3370  1 .9148791E+06   2000193E-02  .1422E+03  .1704E+03   .9996005  .0223297  .0173260
T 3371  1 .9096843E+06   2000222E-02 -.8699E+02  .2730E+02   .9999670 -.0072839  .0036070
T 3372  1 .9171619E+06   2000091E-02 -.1011E+03  .6631E+01   .9998585 -.0162047 -.0045161
T 3373  1 .9169234E+06   2000210E-02  .8041E+02 -.1089E+03   .9997244  .0205713 -.0113137
T 3374  1 .9091948E+06   2000051E-02 -.5991E+02  .2829E+02   .9998451 -.0175520 -.0013016
T 3375  1 .9077474E+06   2000236E-02  .2653E+03  .1093E+03   .9995955  .0219687  .0180601
T 3376  1 .9113885E+06   2000220E-02  .1322E+01 -.1748E+03   .9997367 -.0037510 -.0226357
T 3377  1 .9155067E+06   2000004E-02 -.1160E+03 -.1838E+03   .9993575 -.0172232 -.0314312
T 3378  1 .9151131E+06   2000163E-02  .6765E+02 -.1925E+03   .9996546  .0175299 -.0195825
T 3379  1 .9051119E+06   2000232E-02 -.3327E+02 -.9170E+02   .9999371 -.0052235 -.0099231
T 3380  1 .9090089E+06   2000142E-02  .1661E+03  .6271E+02   .9999797  .0021260  .0060032
T 3381  1 .8977998E+06   2000068E-02 -.2634E+03  .1950E+03   .9996217 -.0190548  .0198321
T 3382  1 .9097825E+06   2000122E-02  .1849E+01  .1084E+03   .9999492 -.0040641  .0092276
T 3383  1 .9067216E+06   2000236E-02  .1517E+04  .1178E+04   .9918754  .0962879  .0831374
T 3384  1 .9115592E+06   2000095E-02 -.2225E+03  .1042E+03   .9985705 -.0493675  .0204876
T 3385  1 .9045648E+06   2000178E-02 -.3665E+02 -.4468E+02   .9998553  .0020481 -.0168851
T 3386  1 .9048653E+06   2000041E-02 -.2386E+00  .4042E+02   .9999928 -.0014375  .0035184
T 3387  1 .9028872E+06   2000167E-02  .8367E+02  .1167E+03   .9998679  .0136913  .0087541
T 3388  1 .9123202E+06   2000183E-02 -.5318E+01  .1588E+02   .9998007 -.0191012 -.0057990
T 3389  1 .9114796E+06   2000181E-02  .1167E+03  .2197E+02   .9999466  .0086892 -.0055963
T 3390  1 .9121682E+06   2000232E-02 -.8127E+01 -.4641E+02   .9998692  .0126554 -.0100715
T 3391  1 .9172648E+06   2000008E-02 -.1639E+02  .9337E+02   .9999264  .0074742  .0095608
T 3392  1 .9180107E+06   2000223E-02 -.8785E+02 -.8236E+01   .9996872 -.0186087  .0167101
T 3393  1 .9142278E+06   2000155E-02 -.6187E+02  .9553E+02   .9998168 -.0093715  .0166918
T 3394  1 .9021524E+06   2000080E-02  .1117E+03 -.3166E+02   .9999601 -.0018752 -.0087353
T 3395  1 .9063748E+06   2000007E-02  .6641E+02 -.3782E+02   .9998440  .0170700 -.0045269
T 3396  1 .8991601E+06   2000093E-02 -.1839E+02  .9619E+02   .9999943  .0026100  .0021533
T 3397  1 .9079793E+06   2000189E-02  .2602E+02  .1687E+03   .9998723 -.0054709  .0150177
T 3398  1 .9059621E+06   2000220E-02 -.6701E+02  .4035E+02   .9999671 -.0078234  .0021279
T 3399  1 .9238909E+06   2000223E-02 -.7044E+02  .2807E+00   .9999028 -.0137366 -.0023659
T 3400  1 .9107613E+06   2000201E-02  .6148E+02 -.1587E+03   .9999335  .0083504 -.0079547
T 3401  1 .9009301E+06   2000049E-02 -.8455E+02  .1917E+03   .9999288 -.0090674  .0077529
T 3402  1 .9093882E+06   2000149E-02 -.2057E+02 -.4384E+02   .9998984 -.0009767 -.0142185
T 3403  1 .9108366E+06   2000166E-02  .2337E+03  .2377E+03   .9994985  .0272814  .0160802
T 3404  1 .9006455E+06   2000233E-02 -.1045E+03  .5423E+02   .9999391 -.0075822  .0080145
T 3405  1 .9113012E+06   2000167E-02  .1786E+03  .1217E+02   .9999628  .0077125 -.0038558
