,"Energy, MeV","IFlux, cm-2"
210,1.124936860385338,1644196557924.9885
211,1.1379770917529421,1621544680591.351
212,1.1511684850569253,1600224265994.9795
213,1.164512792561521,1580112910353.0466
214,1.1780117868431514,1561097550094.8003
215,1.191667261025887,1543073903682.326
216,1.2054810290196334,1526328351694.093
217,1.2194549257610814,1510974732726.3171
218,1.233590807457447,1496347013894.071
219,1.247890551833042,1482370703913.2
220,1.2623560583786946,1468977610886.6968
221,1.2769892486040697,1456105409419.9333
222,1.2917920662929094,1443697228604.9727
223,1.3067664777612338,1431701260649.1729
224,1.3219144721185327,1420070389853.6008
225,1.3372380615319912,1408761841582.4646
226,1.3527392814937678,1397736850806.8086
227,1.368420191091381,1386960349753.6313
228,1.384282873281224,1376400674145.3533
229,1.4003294351652533,1366053021912.246
230,1.416562008270881,1357006560761.1636
231,1.4329827488341182,1348098911778.5527
232,1.4495938380859907,1339309231090.3318
233,1.4663974825422845,1330618864362.6926
234,1.483395914296644,1322011151920.3015
235,1.5005913913170703,1309000760207.0955
236,1.517986197745856,1301156383058.3218
237,1.5355826442029974,1293268902146.8145
238,1.5533830680931215,1285338636384.358
239,1.5713898339159733,1277365918901.8452
240,1.5896053335805023,1269351097234.463
241,1.6080319867225876,1261720104571.0256
242,1.6266722410264485,1254601297355.5276
243,1.6455285725497821,1247440834697.862
244,1.6646034860526626,1240238947963.7915
245,1.6838995153302627,1232995880877.2607
246,1.7034192235494257,1225711889702.0947
247,1.7231652035891412,1218387243422.456
248,1.7431400783849664,1211022223921.8254
249,1.7633465012774452,1203617126160.392
250,1.783787156364555,1196172258350.645
251,1.804464758858251,1188862953061.0718
252,1.825382055445136,1182153489915.495
253,1.846541824651315,1175404776503.0938
254,1.8679468772114753,1168617031115.9624
255,1.8896000564422522,1161790483696.0608
256,1.9115042386199117,1154925376006.4453
257,1.9336623333624212,1148021961801.2698
258,1.9560772840159446,1141080506994.452
259,1.9787520680458182,1134101289826.7795
260,2.001689697432061,1127133479748.084
261,2.024893219069464,1120746548891.627
262,2.048365715172324,1114322403573.002
263,2.072110303683865,1107861255047.7673
264,2.0961301386904077,1101363325695.9592
265,2.120428410840337,1094828849184.3531
266,2.1450083477679325,1088258070627.5278
267,2.1698732145221027,1081651246747.5735
268,2.195026314000097,1075008646032.3276
269,2.220470987386242,1068888130004.8534
270,2.246210614595764,1062868416341.752
271,2.2722486147237553,1056813414897.6958
272,2.2985884464993505,1050723319838.1179
273,2.3252336087451546,1044598335763.6864
274,2.3521876408420135,1038438677864.2789
275,2.379454123199158,1032244572071.902
276,2.407036677729808,1026016255212.3705
277,2.43493896833228,1019753975155.7026
278,2.4631647013766855,1013457990964.9852
279,2.4917176261972522,1007128573043.6261
280,2.520601535590371,1001262469482.0181
281,2.549820266318403,995563916371.7673
282,2.579377699619333,989832303770.4333
283,2.609277761722331,984067823499.3433
284,2.639524424369289,978270677338.4147
285,2.670121705342398,972441077170.2072
286,2.701073668997851,966579245122.8939
287,2.7323844268057247,960685413711.9304
288,2.764058137896123,954759825980.3718
289,2.7960990096116487,948802735637.671
290,2.8285112980662865,943342039827.4471
291,2.8612993087107523,937922646804.0302
292,2.8944673969044072,932472108892.3807
293,2.928019968493795,926990615325.1272
294,2.9619614803978895,921478364872.2059
295,2.9962964412001227,915935565976.3734
296,3.0310294117472822,910362436887.5519
297,3.066165005755339,904759205795.8975
298,3.1017078904223103,899126110963.4353
299,3.13766278704822,893463400854.1604
300,3.1740344716622477,887771334262.4513
301,3.2108277756571466,882203982129.642
302,3.248047586431021,876978458931.4216
303,3.2856988480365303,871723853321.1173
304,3.323786561837632,866440369413.6946
305,3.3623157871739315,861128220722.4027
306,3.4012916420327337,855787630284.265
307,3.4407193037288843,850418830784.173
308,3.480604009592498,845022064677.394
309,3.5209510576646443,839869242318.1145
310,3.561765807401114,834941577243.4496
311,3.6030536803843334,829986206326.6693
312,3.6448201610435365,825003315664.584
313,3.68707079738328,819993100158.483
314,3.729811201720413,814955763634.064
315,3.7730470514295735,809891518960.112
316,3.816784089697343,804800588165.8038
317,3.861028126285134,799683202556.4993
318,3.9057850383009236,794539602827.952
319,3.9510607709799306,789370039178.7015
320,3.996861338474353,784174771420.6486
321,4.043192824652238,779530782053.7823
322,4.090061383905637,774903097618.204
323,4.137473241968109,770249720353.8074
324,4.185434696741716,765570832434.2267
325,4.233952119133592,760866624368.7936
326,4.283031953902228,756137295113.3296
327,4.332680720513533,751383052179.6414
328,4.382905014006859,746604111743.6255
329,4.433711505871037,741800698751.8517
330,4.485106944930578,736973047026.5099
331,4.537098158242147,732433056462.3224
332,4.58969205200143,727994707788.2776
333,4.642895612460504,723532273946.5161
334,4.696715906855853,719045942173.5443
335,4.751160084347137,714535907809.4259
336,4.806235376966839,710002374400.7421
337,4.861949100580927,705445553802.116
338,4.9183086558606535,700865666276.2234
339,4.975321529265605,696262940592.1462
340,5.032995294038164,691781658169.8329
341,5.091337611209493,687386069284.6947
342,5.150356230617176,682967943317.3849
343,5.210058991934661,678527494732.5162
344,5.270453825712639,674064946248.8741
345,5.331548754432483,669580528932.7822
346,5.393351893571906,665074482289.5918
347,5.455871452682977,660547054353.2339
348,5.519115736482622,656107638095.6611
349,5.583093145955774,651900315298.6146
350,5.647812179471316,647671671271.853
351,5.7132814339109395,643421916730.4745
352,5.779509605811107,639151270329.1632
353,5.846505492518252,634859958749.78
354,5.9142779933573575,630548216787.1067
355,5.982836110814089,626216287432.6129
356,6.052188951730644,621864421956.1123
357,6.122345728515423,617492879985.2261
358,6.1933157603667714,613101929582.4769
359,6.2651084745108765,608691847319.9115
360,6.337733407454023,604486794401.5879
361,6.4112002062493625,600470578610.2328
362,6.485518629778381,596434955821.7904
363,6.560698550047193,592380147414.5576
